-1.123431999999999986e+00,1.372320000000000206e+00
-1.123507447906021861e+00,1.370313658354983311e+00
-1.123578029060055439e+00,1.368309581365786176e+00
-1.123643747786152947e+00,1.366307766454919470e+00
-1.123704608408366390e+00,1.364308211044895414e+00
-1.123760615250747552e+00,1.362310912558226672e+00
-1.123811772637349105e+00,1.360315868417425245e+00
-1.123858084892222831e+00,1.358323076045002908e+00
-1.123899556339420958e+00,1.356332532863471663e+00
-1.123936191302995935e+00,1.354344236295343951e+00
-1.123967994106998436e+00,1.352358183763131105e+00
-1.123994969075482242e+00,1.350374372689345792e+00
-1.124017120532498470e+00,1.348392800496499122e+00
-1.124034452802099349e+00,1.346413464607104205e+00
-1.124046970208337770e+00,1.344436362443672817e+00
-1.124054677075264630e+00,1.342461491428716069e+00
-1.124057577726932378e+00,1.340488848984747294e+00
-1.124055676487393240e+00,1.338518432534277158e+00
-1.124048977680699668e+00,1.336550239499818549e+00
-1.124037485630903443e+00,1.334584267303884353e+00
-1.124021204662056350e+00,1.332620513368984794e+00
-1.124000139098210838e+00,1.330658975117632536e+00
-1.123974293263418911e+00,1.328699649972340024e+00
-1.123943671481732354e+00,1.326742535355619035e+00
-1.123908278077203837e+00,1.324787628689981345e+00
-1.123868117373885589e+00,1.322834927397939841e+00
-1.123823193695828726e+00,1.320884428902005192e+00
-1.123773511367086142e+00,1.318936130624690728e+00
-1.123719074711709176e+00,1.316990029988507116e+00
-1.123659888053750944e+00,1.315046124415968132e+00
-1.123595955717262562e+00,1.313104411329584220e+00
-1.123527282026296925e+00,1.311164888151868047e+00
-1.123453871304905816e+00,1.309227552305331832e+00
-1.123375727877141239e+00,1.307292401212486910e+00
-1.123292856067054979e+00,1.305359432295846167e+00
-1.123205260198699706e+00,1.303428642977920937e+00
-1.123112944596127427e+00,1.301500030681224107e+00
-1.123015913583389924e+00,1.299573592828266566e+00
-1.122914171484539203e+00,1.297649326841560757e+00
-1.122807722623628157e+00,1.295727230143619790e+00
-1.122696571324708348e+00,1.293807300156954332e+00
-1.122580721911831114e+00,1.291889534304076381e+00
