-4.432116999999999862e-01,6.858973999999999904e-01
-4.422116999999999853e-01,6.851364121214061909e-01
-4.412116999999999845e-01,6.843754242428122803e-01
-4.402116999999999836e-01,6.836144363642184807e-01
-4.392116999999999827e-01,6.828534484856246811e-01
-4.382116999999999818e-01,6.820924606070307705e-01
-4.372116999999999809e-01,6.813314727284369710e-01
-4.362116999999999800e-01,6.805704848498430604e-01
-4.352116999999999791e-01,6.798094969712492608e-01
-4.342116999999999782e-01,6.790485090926554612e-01
-4.332116999999999774e-01,6.782875212140615506e-01
-4.322116999999999765e-01,6.775265333354677511e-01
-4.312116999999999756e-01,6.767655454568739515e-01
-4.302116999999999747e-01,6.760045575782800409e-01
-4.292116999999999738e-01,6.752435696996862413e-01
-4.282116999999999729e-01,6.744825818210924417e-01
-4.272116999999999720e-01,6.737215939424985311e-01
-4.262116999999999711e-01,6.729606060639047316e-01
-4.252116999999999702e-01,6.721996181853109320e-01
-4.242116999999999694e-01,6.714386303067170214e-01
-4.232116999999999685e-01,6.706776424281232218e-01
-4.222116999999999676e-01,6.699166545495293112e-01
-4.212116999999999667e-01,6.691556666709355117e-01
-4.202116999999999658e-01,6.683946787923417121e-01
-4.192116999999999649e-01,6.676336909137478015e-01
-4.182116999999999640e-01,6.668727030351540019e-01
-4.172116999999999631e-01,6.661117151565602024e-01
-4.162116999999999623e-01,6.653507272779662918e-01
-4.152116999999999614e-01,6.645897393993724922e-01
-4.142116999999999605e-01,6.638287515207786926e-01
-4.132116999999999596e-01,6.630677636421847820e-01
-4.122116999999999587e-01,6.623067757635909825e-01
-4.112116999999999578e-01,6.615457878849970719e-01
-4.102116999999999569e-01,6.607848000064032723e-01
-4.092116999999999560e-01,6.600238121278094727e-01
-4.082116999999999551e-01,6.592628242492155621e-01
-4.072116999999999543e-01,6.585018363706217626e-01
-4.062116999999999534e-01,6.577408484920279630e-01
-4.052116999999999525e-01,6.569798606134340524e-01
-4.042116999999999516e-01,6.562188727348402528e-01
-4.032116999999999507e-01,6.554578848562464533e-01
-4.022116999999999498e-01,6.546968969776525427e-01
-4.012116999999999489e-01,6.539359090990587431e-01
-4.002116999999999480e-01,6.531749212204649435e-01
-3.992116999999999472e-01,6.524139333418710329e-01
-3.982116999999999463e-01,6.516529454632772334e-01
-3.972116999999999454e-01,6.508919575846833228e-01
-3.962116999999999445e-01,6.501309697060895232e-01
-3.952116999999999436e-01,6.493699818274957236e-01
-3.942116999999999427e-01,6.486089939489018130e-01
-3.932116999999999418e-01,6.478480060703080134e-01
-3.922116999999999409e-01,6.470870181917142139e-01
-3.912116999999999400e-01,6.463260303131203033e-01
-3.902116999999999392e-01,6.455650424345265037e-01
-3.892116999999999383e-01,6.448040545559327041e-01
-3.882116999999999374e-01,6.440430666773387935e-01
-3.872116999999999365e-01,6.432820787987449940e-01
-3.862116999999999356e-01,6.425210909201510834e-01
-3.852116999999999347e-01,6.417601030415572838e-01
-3.842116999999999338e-01,6.409991151629634842e-01
-3.832116999999999329e-01,6.402381272843695736e-01
-3.822116999999999321e-01,6.394771394057757741e-01
-3.812116999999999312e-01,6.387161515271819745e-01
-3.802116999999999303e-01,6.379551636485880639e-01
-3.792116999999999294e-01,6.371941757699942643e-01
-3.782116999999999285e-01,6.364331878914004648e-01
-3.772116999999999276e-01,6.356722000128065542e-01
-3.762116999999999267e-01,6.349112121342127546e-01
-3.752116999999999258e-01,6.341502242556189550e-01
-3.742116999999999249e-01,6.333892363770250444e-01
-3.732116999999999241e-01,6.326282484984312449e-01
-3.722116999999999232e-01,6.318672606198373343e-01
-3.712116999999999223e-01,6.311062727412435347e-01
-3.702116999999999214e-01,6.303452848626497351e-01
-3.692116999999999205e-01,6.295842969840558245e-01
-3.682116999999999196e-01,6.288233091054620250e-01
-3.672116999999999187e-01,6.280623212268682254e-01
-3.662116999999999178e-01,6.273013333482743148e-01
-3.652116999999999170e-01,6.265403454696805152e-01
-3.642116999999999161e-01,6.257793575910867157e-01
-3.632116999999999152e-01,6.250183697124928051e-01
-3.622116999999999143e-01,6.242573818338990055e-01
-3.612116999999999134e-01,6.234963939553050949e-01
-3.602116999999999125e-01,6.227354060767112953e-01
-3.592116999999999116e-01,6.219744181981174957e-01
-3.582116999999999107e-01,6.212134303195235852e-01
-3.572116999999999098e-01,6.204524424409297856e-01
-3.562116999999999090e-01,6.196914545623359860e-01
-3.552116999999999081e-01,6.189304666837420754e-01
-3.542116999999999072e-01,6.181694788051482758e-01
-3.532116999999999063e-01,6.174084909265544763e-01
-3.522116999999999054e-01,6.166475030479605657e-01
-3.512116999999999045e-01,6.158865151693667661e-01
-3.502116999999999036e-01,6.151255272907729665e-01
-3.492116999999999027e-01,6.143645394121790559e-01
-3.482116999999999019e-01,6.136035515335852564e-01
-3.472116999999999010e-01,6.128425636549913458e-01
-3.462116999999999001e-01,6.120815757763975462e-01
-3.452116999999998992e-01,6.113205878978037466e-01
-3.442116999999998983e-01,6.105596000192098360e-01
-3.432116999999998974e-01,6.097986121406160365e-01
