-0.197177, 3.481069, 0.165476, 4.500000
-0.193854, 3.481956, 0.165301, 4.500000
-0.189462, 3.483126, 0.165071, 4.500000
-0.182034, 3.485099, 0.164684, 4.500000
-0.178826, 3.485947, 0.164518, 4.500000
-0.176127, 3.486660, 0.164379, 4.500000
-0.168091, 3.488779, 0.163968, 4.500000
-0.165077, 3.489570, 0.163815, 4.500000
-0.162013, 3.490373, 0.163661, 4.500000
-0.159134, 3.491125, 0.163516, 4.500000
-0.151543, 3.493108, 0.163137, 4.500000
-0.148934, 3.493786, 0.163007, 4.500000
-0.146323, 3.494464, 0.162878, 4.500000
-0.139127, 3.496329, 0.162525, 4.500000
-0.136361, 3.497044, 0.162391, 4.500000
-0.133597, 3.497756, 0.162258, 4.500000
-0.126319, 3.499630, 0.161910, 4.500000
-0.123368, 3.500387, 0.161771, 4.500000
-0.116071, 3.502255, 0.161430, 4.500000
-0.113613, 3.502882, 0.161318, 4.500000
-0.111284, 3.503475, 0.161212, 4.500000
-0.104089, 3.505305, 0.160884, 4.500000
-0.101442, 3.505976, 0.160766, 4.500000
-0.098671, 3.506677, 0.160642, 4.500000
-0.091218, 3.508560, 0.160312, 4.500000
-0.088722, 3.509188, 0.160202, 4.500000
-0.081711, 3.510950, 0.159898, 4.500000
-0.079329, 3.511546, 0.159796, 4.500000
-0.076268, 3.512312, 0.159666, 4.500000
-0.069259, 3.514061, 0.159370, 4.500000
-0.066967, 3.514632, 0.159274, 4.500000
-0.059985, 3.516366, 0.158984, 4.500000
-0.057533, 3.516973, 0.158883, 4.500000
-0.054905, 3.517623, 0.158775, 4.500000
-0.047478, 3.519455, 0.158468, 4.500000
-0.044383, 3.520216, 0.158341, 4.500000
-0.041476, 3.520929, 0.158223, 4.500000
-0.033970, 3.522768, 0.157917, 4.500000
-0.030874, 3.523524, 0.157792, 4.500000
-0.027816, 3.524269, 0.157668, 4.500000
-0.020300, 3.526097, 0.157365, 4.500000
-0.017318, 3.526820, 0.157246, 4.500000
-0.014319, 3.527545, 0.157127, 4.500000
-0.011156, 3.528309, 0.157001, 4.500000
-0.003650, 3.530119, 0.156707, 4.500000
-0.000807, 3.530802, 0.156597, 4.500000
0.001950, 3.531463, 0.156490, 4.500000
0.009994, 3.533390, 0.156183, 4.500000
0.012377, 3.533958, 0.156093, 4.500000
0.015230, 3.534638, 0.155986, 4.500000
0.022639, 3.536401, 0.155708, 4.500000
0.025185, 3.537004, 0.155614, 4.500000
0.032582, 3.538755, 0.155341, 4.500000
0.035048, 3.539337, 0.155252, 4.500000
0.037584, 3.539934, 0.155161, 4.500000
0.045503, 3.541798, 0.154877, 4.500000
0.048201, 3.542430, 0.154783, 4.500000
0.050564, 3.542983, 0.154701, 4.500000
0.057791, 3.544672, 0.154452, 4.500000
0.060127, 3.545217, 0.154373, 4.500000
0.067165, 3.546855, 0.154137, 4.500000
0.069888, 3.547486, 0.154047, 4.500000
0.072594, 3.548113, 0.153957, 4.500000
0.081897, 3.550265, 0.153651, 4.500000
0.084467, 3.550856, 0.153568, 4.500000
0.087046, 3.551449, 0.153484, 4.500000
0.089569, 3.552029, 0.153402, 4.500000
0.096946, 3.553721, 0.153165, 4.500000
0.099701, 3.554350, 0.153077, 4.500000
0.102332, 3.554951, 0.152993, 4.500000
0.109701, 3.556631, 0.152759, 4.500000
0.112663, 3.557303, 0.152666, 4.500000
0.119902, 3.558945, 0.152440, 4.500000
0.122466, 3.559525, 0.152360, 4.500000
0.125441, 3.560196, 0.152268, 4.500000
0.133255, 3.561957, 0.152026, 4.500000
0.135728, 3.562513, 0.151951, 4.500000
0.138084, 3.563041, 0.151879, 4.500000
0.145671, 3.564741, 0.151647, 4.500000
0.148450, 3.565361, 0.151563, 4.500000
0.151272, 3.565991, 0.151478, 4.500000
0.159215, 3.567759, 0.151239, 4.500000
0.161981, 3.568372, 0.151156, 4.500000
0.164944, 3.569029, 0.151068, 4.500000
0.172473, 3.570694, 0.150844, 4.500000
0.175190, 3.571293, 0.150764, 4.500000
0.178137, 3.571942, 0.150677, 4.500000
0.185554, 3.573572, 0.150459, 4.500000
0.187849, 3.574075, 0.150392, 4.500000
0.190181, 3.574585, 0.150324, 4.500000
0.197371, 3.576157, 0.150115, 4.500000
0.200190, 3.576771, 0.150034, 4.500000
0.207239, 3.578305, 0.149830, 4.500000
0.209970, 3.578897, 0.149752, 4.500000
0.212765, 3.579503, 0.149672, 4.500000
0.220344, 3.581142, 0.149456, 4.500000
0.222788, 3.581669, 0.149387, 4.500000
0.225360, 3.582223, 0.149316, 4.500000
0.232955, 3.583857, 0.149105, 4.500000
0.235668, 3.584439, 0.149031, 4.500000
0.243002, 3.586009, 0.148833, 4.500000
0.245746, 3.586595, 0.148760, 4.500000
0.248909, 3.587270, 0.148677, 4.500000
0.256605, 3.588909, 0.148477, 4.500000
0.259453, 3.589514, 0.148405, 4.500000
0.262259, 3.590108, 0.148335, 4.500000
0.265121, 3.590715, 0.148265, 4.500000
0.272229, 3.592218, 0.148091, 4.500000
0.275109, 3.592826, 0.148022, 4.500000
0.285334, 3.594978, 0.147784, 4.500000
0.288545, 3.595652, 0.147711, 4.500000
0.291383, 3.596246, 0.147647, 4.500000
0.298517, 3.597739, 0.147489, 4.500000
0.301319, 3.598324, 0.147429, 4.500000
0.308989, 3.599923, 0.147265, 4.500000
0.311454, 3.600435, 0.147214, 4.500000
0.314038, 3.600971, 0.147161, 4.500000
0.321160, 3.602448, 0.147016, 4.500000
0.323948, 3.603025, 0.146961, 4.500000
0.331496, 3.604584, 0.146813, 4.500000
0.334020, 3.605104, 0.146766, 4.500000
0.336731, 3.605662, 0.146715, 4.500000
0.344172, 3.607191, 0.146577, 4.500000
0.346773, 3.607724, 0.146530, 4.500000
0.349654, 3.608314, 0.146478, 4.500000
0.357209, 3.609858, 0.146344, 4.500000
0.359725, 3.610371, 0.146301, 4.500000
0.362063, 3.610848, 0.146261, 4.500000
0.369184, 3.612297, 0.146141, 4.500000
0.371868, 3.612842, 0.146097, 4.500000
0.379165, 3.614321, 0.145979, 4.500000
0.381790, 3.614851, 0.145937, 4.500000
0.384429, 3.615384, 0.145895, 4.500000
0.391847, 3.616881, 0.145780, 4.500000
0.394938, 3.617503, 0.145733, 4.500000
0.397378, 3.617993, 0.145697, 4.500000
0.404741, 3.619471, 0.145589, 4.500000
0.407116, 3.619947, 0.145555, 4.500000
0.414432, 3.621410, 0.145451, 4.500000
0.416986, 3.621919, 0.145415, 4.500000
0.419783, 3.622477, 0.145377, 4.500000
0.427567, 3.624026, 0.145271, 4.500000
0.430468, 3.624602, 0.145232, 4.500000
0.433116, 3.625127, 0.145197, 4.500000
0.440749, 3.626639, 0.145095, 4.500000
0.443202, 3.627123, 0.145062, 4.500000
0.446041, 3.627684, 0.145024, 4.500000
0.453077, 3.629070, 0.144931, 4.500000
0.455472, 3.629541, 0.144900, 4.500000
0.462965, 3.631012, 0.144801, 4.500000
0.465592, 3.631527, 0.144766, 4.500000
0.467996, 3.631997, 0.144734, 4.500000
0.475201, 3.633405, 0.144638, 4.500000
0.477972, 3.633945, 0.144601, 4.500000
0.485575, 3.635425, 0.144500, 4.500000
0.488008, 3.635898, 0.144468, 4.500000
0.490555, 3.636392, 0.144435, 4.500000
0.497778, 3.637791, 0.144340, 4.500000
0.500471, 3.638312, 0.144304, 4.500000
0.503672, 3.638930, 0.144262, 4.500000
0.511246, 3.640390, 0.144162, 4.500000
0.513878, 3.640897, 0.144128, 4.500000
0.516657, 3.641431, 0.144091, 4.500000
0.523880, 3.642817, 0.143996, 4.500000
0.526862, 3.643388, 0.143957, 4.500000
0.534175, 3.644786, 0.143861, 4.500000
0.536641, 3.645257, 0.143828, 4.500000
0.539025, 3.645711, 0.143797, 4.500000
0.546313, 3.647098, 0.143701, 4.500000
0.549443, 3.647693, 0.143660, 4.500000
0.552186, 3.648213, 0.143624, 4.500000
0.559695, 3.649636, 0.143525, 4.500000
0.564122, 3.650473, 0.143466, 4.500000
0.568052, 3.651214, 0.143415, 4.500000
0.572061, 3.651970, 0.143362, 4.500000
0.576024, 3.652715, 0.143309, 4.500000
0.579320, 3.653335, 0.143266, 4.500000
0.586751, 3.654730, 0.143168, 4.500000
0.589140, 3.655177, 0.143136, 4.500000
0.591791, 3.655673, 0.143101, 4.500000
0.599066, 3.657032, 0.143004, 4.500000
0.601764, 3.657535, 0.142968, 4.500000
0.609662, 3.659006, 0.142863, 4.500000
0.612292, 3.659495, 0.142828, 4.500000
0.615080, 3.660012, 0.142790, 4.500000
0.618159, 3.660583, 0.142749, 4.500000
0.625762, 3.661991, 0.142644, 4.500000
0.628176, 3.662437, 0.142610, 4.500000
0.635712, 3.663827, 0.142499, 4.500000
0.638468, 3.664334, 0.142457, 4.500000
0.641162, 3.664829, 0.142414, 4.500000
0.648616, 3.666198, 0.142297, 4.500000
0.651049, 3.666643, 0.142258, 4.500000
0.653948, 3.667174, 0.142211, 4.500000
0.661868, 3.668621, 0.142084, 4.500000
0.664490, 3.669099, 0.142042, 4.500000
0.667159, 3.669586, 0.141999, 4.500000
0.674299, 3.670885, 0.141883, 4.500000
0.677176, 3.671407, 0.141836, 4.500000
0.684424, 3.672722, 0.141719, 4.500000
0.687101, 3.673207, 0.141676, 4.500000
0.689538, 3.673648, 0.141637, 4.500000
0.696773, 3.674955, 0.141520, 4.500000
0.699217, 3.675395, 0.141479, 4.500000
0.702289, 3.675948, 0.141428, 4.500000
0.709799, 3.677299, 0.141303, 4.500000
0.712520, 3.677788, 0.141257, 4.500000
0.719835, 3.679099, 0.141131, 4.500000
0.722532, 3.679581, 0.141083, 4.500000
0.725389, 3.680092, 0.141032, 4.500000
0.732979, 3.681446, 0.140896, 4.500000
0.735435, 3.681884, 0.140851, 4.500000
0.737894, 3.682321, 0.140806, 4.500000
0.745300, 3.683638, 0.140671, 4.500000
0.748401, 3.684188, 0.140615, 4.500000
0.751012, 3.684650, 0.140568, 4.500000
0.758405, 3.685959, 0.140434, 4.500000
0.760913, 3.686402, 0.140389, 4.500000
0.768617, 3.687762, 0.140250, 4.500000
0.771371, 3.688247, 0.140200, 4.500000
0.774113, 3.688730, 0.140150, 4.500000
0.781676, 3.690059, 0.140014, 4.500000
0.784344, 3.690527, 0.139967, 4.500000
0.787083, 3.691007, 0.139919, 4.500000
0.794617, 3.692327, 0.139787, 4.500000
0.797277, 3.692792, 0.139741, 4.500000
0.800134, 3.693291, 0.139692, 4.500000
